date_time,size
2020-12-07 03:00:00,890444764
2020-12-07 04:00:00,637820414
2020-12-07 05:00:00,481337870
2020-12-07 06:00:00,394050857
2020-12-07 07:00:00,707975434
2020-12-07 08:00:00,1575991927
2020-12-07 09:00:00,2971896837
2020-12-07 10:00:00,3626403386
2020-12-07 11:00:00,4509770671
2020-12-07 12:00:00,4680532083
2020-12-07 13:00:00,5335240897
2020-12-07 14:00:00,4879492372
2020-12-07 15:00:00,4957375325
2020-12-07 16:00:00,4230305201
2020-12-07 17:00:00,4093521054
2020-12-07 18:00:00,3264671590
2020-12-07 19:00:00,3174120769
2020-12-07 20:00:00,4111169868
2020-12-07 21:00:00,5017186993
2020-12-07 22:00:00,4707718252
2020-12-07 23:00:00,4223806738
2020-12-08 00:00:00,3552199018
2020-12-08 01:00:00,2275058964
2020-12-08 02:00:00,1209086572
2020-12-08 03:00:00,1146395044
2020-12-08 04:00:00,857163077
2020-12-08 05:00:00,445187574
2020-12-08 06:00:00,501759778
2020-12-08 07:00:00,779130789
2020-12-08 08:00:00,1629949746
2020-12-08 09:00:00,2822168030
2020-12-08 10:00:00,3472225742
2020-12-08 11:00:00,3942087693
2020-12-08 12:00:00,4253821365
2020-12-08 13:00:00,5144391185
2020-12-08 14:00:00,5201142011
2020-12-08 15:00:00,4875096089
2020-12-08 16:00:00,5202015658
2020-12-08 17:00:00,4698107417
2020-12-08 18:00:00,3775795004
2020-12-08 19:00:00,3135272007
2020-12-08 20:00:00,3718885390
2020-12-08 21:00:00,4408000190
2020-12-08 22:00:00,4480897725
2020-12-08 23:00:00,3474254886
2020-12-09 00:00:00,3151982577
2020-12-09 01:00:00,2260093693
2020-12-09 02:00:00,1408241659
2020-12-09 03:00:00,729219420
2020-12-09 04:00:00,599659338
2020-12-09 05:00:00,548879394
2020-12-09 06:00:00,491304000
2020-12-09 07:00:00,737671219
2020-12-09 08:00:00,1653881456
2020-12-09 09:00:00,2762036892
2020-12-09 10:00:00,4112039473
2020-12-09 11:00:00,4695202032
2020-12-09 12:00:00,4655556738
2020-12-09 13:00:00,5523698682
2020-12-09 14:00:00,5522546454
2020-12-09 15:00:00,5146138927
2020-12-09 16:00:00,4731193119
2020-12-09 17:00:00,4132807567
2020-12-09 18:00:00,3432915202
2020-12-09 19:00:00,3400379159
2020-12-09 20:00:00,3729834364
2020-12-09 21:00:00,3885303373
2020-12-09 22:00:00,4796153290
2020-12-09 23:00:00,4232206362
2020-12-10 00:00:00,3267173657
2020-12-10 01:00:00,2225002726
2020-12-10 02:00:00,1329770567
2020-12-10 03:00:00,802131537
2020-12-10 04:00:00,617888029
2020-12-10 05:00:00,513813289
2020-12-10 06:00:00,580893340
2020-12-10 07:00:00,803286466
2020-12-10 08:00:00,1563969622
2020-12-10 09:00:00,2842172340
2020-12-10 10:00:00,3327048803
2020-12-10 11:00:00,3812776197
2020-12-10 12:00:00,3876462263
2020-12-10 13:00:00,4813745744
2020-12-10 14:00:00,5197067866
2020-12-10 15:00:00,5067689968
2020-12-10 16:00:00,5038803003
2020-12-10 17:00:00,4339250407
2020-12-10 18:00:00,3546232701
2020-12-10 19:00:00,3116595095
2020-12-10 20:00:00,3812019497
2020-12-10 21:00:00,4188226411
2020-12-10 22:00:00,3984933064
2020-12-10 23:00:00,4027594371
2020-12-11 00:00:00,3344507346
2020-12-11 01:00:00,2433696427
2020-12-11 02:00:00,1250117066
2020-12-11 03:00:00,670785403
2020-12-11 04:00:00,575952270
2020-12-11 05:00:00,447442312
2020-12-11 06:00:00,476666699
2020-12-11 07:00:00,657004359
2020-12-11 08:00:00,1590158046
2020-12-11 09:00:00,3093849238
2020-12-11 10:00:00,3462661929
2020-12-11 11:00:00,4159092132
2020-12-11 12:00:00,3966828803
2020-12-11 13:00:00,4100331081
2020-12-11 14:00:00,4788142952
2020-12-11 15:00:00,4293379860
2020-12-11 16:00:00,3978681448
2020-12-11 17:00:00,3657022328
2020-12-11 18:00:00,3055957903
2020-12-11 19:00:00,3040835791
2020-12-11 20:00:00,3578848011
2020-12-11 21:00:00,3904166296
2020-12-11 22:00:00,4118366644
2020-12-11 23:00:00,4045802362
2020-12-12 00:00:00,3516025044
2020-12-12 01:00:00,2323108895
2020-12-12 02:00:00,1516969394
2020-12-12 03:00:00,930300552
2020-12-12 04:00:00,678400131
2020-12-12 05:00:00,428712636
2020-12-12 06:00:00,375959389
2020-12-12 07:00:00,532783596
2020-12-12 08:00:00,987232823
2020-12-12 09:00:00,1484436444
2020-12-12 10:00:00,1835046622
2020-12-12 11:00:00,2450538170
2020-12-12 12:00:00,3032687811
2020-12-12 13:00:00,3492074258
2020-12-12 14:00:00,4120349427
2020-12-12 15:00:00,4060076981
2020-12-12 16:00:00,3946643492
2020-12-12 17:00:00,4429151057
2020-12-12 18:00:00,4372129616
2020-12-12 19:00:00,4071934291
2020-12-12 20:00:00,4558436267
2020-12-12 21:00:00,4477724219
2020-12-12 22:00:00,4729547829
2020-12-12 23:00:00,4295265556
2020-12-13 00:00:00,4267030950
2020-12-13 01:00:00,2924884480
2020-12-13 02:00:00,1699594086
2020-12-13 03:00:00,1123362385
2020-12-13 04:00:00,689435077
2020-12-13 05:00:00,510533263
2020-12-13 06:00:00,410537344
2020-12-13 07:00:00,685100727
2020-12-13 08:00:00,713409650
2020-12-13 09:00:00,1077843076
2020-12-13 10:00:00,1475482720
2020-12-13 11:00:00,2379225874
2020-12-13 12:00:00,3371255398
2020-12-13 13:00:00,3585369929
2020-12-13 14:00:00,3654341683
2020-12-13 15:00:00,3744431330
2020-12-13 16:00:00,4087159882
2020-12-13 17:00:00,4499865587
2020-12-13 18:00:00,4243405032
2020-12-13 19:00:00,4117657183
2020-12-13 20:00:00,4183048404
2020-12-13 21:00:00,4924617807
2020-12-13 22:00:00,5660181562
2020-12-13 23:00:00,5889467547
2020-12-14 00:00:00,4818287932
2020-12-14 01:00:00,3106843697
2020-12-14 02:00:00,1889690237
2020-12-14 03:00:00,1318901014
2020-12-14 04:00:00,828615832
2020-12-14 05:00:00,586892347
2020-12-14 06:00:00,491449442
2020-12-14 07:00:00,786228387
2020-12-14 08:00:00,1898820381
2020-12-14 09:00:00,3312613843
2020-12-14 10:00:00,4103681520
2020-12-14 11:00:00,5286915635
2020-12-14 12:00:00,5420835508
2020-12-14 13:00:00,5494121316
2020-12-14 14:00:00,5801286909
2020-12-14 15:00:00,6035080136
2020-12-14 16:00:00,5236277521
2020-12-14 17:00:00,4895239045
2020-12-14 18:00:00,3790374452
2020-12-14 19:00:00,3943668453
2020-12-14 20:00:00,4221241330
2020-12-14 21:00:00,4778818935
2020-12-14 22:00:00,4656662850
2020-12-14 23:00:00,3602229761
2020-12-15 00:00:00,3401291258
2020-12-15 01:00:00,2328423614
2020-12-15 02:00:00,1500800825
2020-12-15 03:00:00,937596814
2020-12-15 04:00:00,769866232
2020-12-15 05:00:00,557338903
2020-12-15 06:00:00,527209719
2020-12-15 07:00:00,755463080
2020-12-15 08:00:00,1729832641
2020-12-15 09:00:00,2860966094
2020-12-15 10:00:00,3646725587
2020-12-15 11:00:00,4252012802
2020-12-15 12:00:00,4315639493
2020-12-15 13:00:00,5283823407
2020-12-15 14:00:00,5063991782
2020-12-15 15:00:00,5181791034
2020-12-15 16:00:00,5137578770
2020-12-15 17:00:00,4756246160
2020-12-15 18:00:00,3704160470
2020-12-15 19:00:00,3473191832
2020-12-15 20:00:00,4064255032
2020-12-15 21:00:00,4560225985
2020-12-15 22:00:00,4229216684
2020-12-15 23:00:00,4427700531
2020-12-16 00:00:00,3839643691
2020-12-16 01:00:00,2659351154
2020-12-16 02:00:00,1604545325
2020-12-16 03:00:00,1049045347
2020-12-16 04:00:00,658869895
2020-12-16 05:00:00,579570705
2020-12-16 06:00:00,536218371
2020-12-16 07:00:00,675699084
2020-12-16 08:00:00,1658459528
2020-12-16 09:00:00,2966395583
2020-12-16 10:00:00,4084251926
2020-12-16 11:00:00,4455864859
2020-12-16 12:00:00,4445740947
2020-12-16 13:00:00,4823631370
2020-12-16 14:00:00,5495828292
2020-12-16 15:00:00,5225118506
2020-12-16 16:00:00,4811921132
2020-12-16 17:00:00,4445268243
2020-12-16 18:00:00,3644563436
2020-12-16 19:00:00,3793674787
2020-12-16 20:00:00,4526727977
2020-12-16 21:00:00,4879455533
2020-12-16 22:00:00,4670484130
2020-12-16 23:00:00,4497509854
2020-12-17 00:00:00,3690324162
2020-12-17 01:00:00,2533511098
2020-12-17 02:00:00,1457075592
2020-12-17 03:00:00,954146153
2020-12-17 04:00:00,739573642
2020-12-17 05:00:00,543497036
2020-12-17 06:00:00,558845321
2020-12-17 07:00:00,655980721
2020-12-17 08:00:00,1548499279
2020-12-17 09:00:00,3099920306
2020-12-17 10:00:00,3708510556
2020-12-17 11:00:00,4365606944
2020-12-17 12:00:00,4257480847
2020-12-17 13:00:00,5223274921
2020-12-17 14:00:00,5224958477
2020-12-17 15:00:00,4678311167
2020-12-17 16:00:00,4915848862
2020-12-17 17:00:00,4108402277
2020-12-17 18:00:00,3436665179
2020-12-17 19:00:00,3801088140
2020-12-17 20:00:00,3848183960
2020-12-17 21:00:00,4802574351
2020-12-17 22:00:00,4573246410
2020-12-17 23:00:00,4852017199
2020-12-18 00:00:00,3546662770
2020-12-18 01:00:00,2530659286
2020-12-18 02:00:00,1580579979
2020-12-18 03:00:00,1132792773
2020-12-18 04:00:00,712398766
2020-12-18 05:00:00,474109090
2020-12-18 06:00:00,450952649
2020-12-18 07:00:00,579574895
2020-12-18 08:00:00,1675023241
2020-12-18 09:00:00,3155670307
2020-12-18 10:00:00,4144588743
2020-12-18 11:00:00,4182591093
2020-12-18 12:00:00,3755568373
2020-12-18 13:00:00,4246817996
2020-12-18 14:00:00,4443847621
2020-12-18 15:00:00,4556974359
2020-12-18 16:00:00,4385802735
2020-12-18 17:00:00,4030539449
2020-12-18 18:00:00,3082817168
2020-12-18 19:00:00,2694704655
2020-12-18 20:00:00,3295960160
2020-12-18 21:00:00,3455659019
2020-12-18 22:00:00,4036896783
2020-12-18 23:00:00,4283454917
2020-12-19 00:00:00,3506592247
2020-12-19 01:00:00,2120525973
2020-12-19 02:00:00,1538535841
2020-12-19 03:00:00,1072643183
2020-12-19 04:00:00,574458529
2020-12-19 05:00:00,577632656
2020-12-19 06:00:00,419339595
2020-12-19 07:00:00,645820462
2020-12-19 08:00:00,867008249
2020-12-19 09:00:00,1186999115
2020-12-19 10:00:00,2049886599
2020-12-19 11:00:00,2623778802
2020-12-19 12:00:00,3144293381
2020-12-19 13:00:00,3841190070
2020-12-19 14:00:00,3815084502
2020-12-19 15:00:00,4134332341
2020-12-19 16:00:00,4175338167
2020-12-19 17:00:00,4371897807
2020-12-19 18:00:00,4549618116
2020-12-19 19:00:00,4205443465
2020-12-19 20:00:00,4619211205
2020-12-19 21:00:00,4852918773
2020-12-19 22:00:00,5025978393
2020-12-19 23:00:00,4756768035
2020-12-20 00:00:00,4554736135
2020-12-20 01:00:00,3327327375
2020-12-20 02:00:00,1866762457
2020-12-20 03:00:00,1264074485
2020-12-20 04:00:00,892899444
2020-12-20 05:00:00,414988740
2020-12-20 06:00:00,480947977
2020-12-20 07:00:00,551627107
2020-12-20 08:00:00,1042427838
2020-12-20 09:00:00,1263946340
2020-12-20 10:00:00,1628222358
2020-12-20 11:00:00,2496735002
2020-12-20 12:00:00,3441488844
2020-12-20 13:00:00,4561571041
2020-12-20 14:00:00,4141521829
2020-12-20 15:00:00,4559892712
2020-12-20 16:00:00,4886221221
2020-12-20 17:00:00,4658975465
2020-12-20 18:00:00,4439688663
2020-12-20 19:00:00,5263299938
2020-12-20 20:00:00,5970467722
2020-12-20 21:00:00,6268696082
2020-12-20 22:00:00,5733246643
2020-12-20 23:00:00,5551362877
2020-12-21 00:00:00,4626698366
2020-12-21 01:00:00,2633973892
2020-12-21 02:00:00,1743937555
2020-12-21 03:00:00,1141595117
2020-12-21 04:00:00,965256337
2020-12-21 05:00:00,1137324406
2020-12-21 06:00:00,1168178640
2020-12-21 07:00:00,1180377814
2020-12-21 08:00:00,1868177526
2020-12-21 09:00:00,2714453377
2020-12-21 10:00:00,4564714455
2020-12-21 11:00:00,4933304169
2020-12-21 12:00:00,4910963897
2020-12-21 13:00:00,5477322464
2020-12-21 14:00:00,5645776240
2020-12-21 15:00:00,5371537878
2020-12-21 16:00:00,5166417168
2020-12-21 17:00:00,4406759447
2020-12-21 18:00:00,3957520288
2020-12-21 19:00:00,3634446326
2020-12-21 20:00:00,4467103740
2020-12-21 21:00:00,5482604908
2020-12-21 22:00:00,5069846052
2020-12-21 23:00:00,3987766977
2020-12-22 00:00:00,3827555750
2020-12-22 01:00:00,2724417011
2020-12-22 02:00:00,1744828523
2020-12-22 03:00:00,1070985526
2020-12-22 04:00:00,773494947
2020-12-22 05:00:00,606739664
2020-12-22 06:00:00,534721992
2020-12-22 07:00:00,836088436
2020-12-22 08:00:00,1866851190
2020-12-22 09:00:00,2911592449
2020-12-22 10:00:00,4110133715
2020-12-22 11:00:00,5214180128
2020-12-22 12:00:00,4577844936
2020-12-22 13:00:00,5503681715
2020-12-22 14:00:00,5202252190
2020-12-22 15:00:00,5417417640
2020-12-22 16:00:00,4758006883
2020-12-22 17:00:00,4327594703
